id,label,statement,subject,speaker,job,state,party,barely_true,false,half_true,mostly_true,pants_fire,context
1612.json,1.0,there will be no public funding for abortion in this legislation,"abortion,health-care",bart-stupak,member of Congress,Michigan,democrat,0.0,1.0,0.0,1.0,0.0,a news conference
7201.json,1.0,says virginia is the biggest state that does not have a major league sports team,sports,jimmy-barrett,Radio personality,Virginia,none,0.0,0.0,0.0,0.0,0.0,an interview.
1250.json,0.0,not only is there no scientific evidence that co2 is a pollutant higher co2 concentrations actually help ecosystems support more plant and animal life,"climate-change,energy,environment",plantsneedco2org,,,none,0.0,1.0,0.0,0.0,0.0,an ad in the Washington Post
10297.json,1.0,mike martinez cut a deal with prosecutors to avoid facing possible jail time and stuck us with his 2465750 legal bill,"city-budget,city-government,ethics,legal-issues",progress-austin-pac,Political action committee,Texas,none,0.0,0.0,0.0,0.0,0.0,a mailer to voters
7266.json,1.0,in total we have added nearly 75000 private sector jobs in new jersey since we took office in january 2010,"economy,jobs",chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,State of the State address
54.json,1.0,guantanamo detainees get taxpayerpaidfor prayer rugsthey had honeyglazed chicken and rice pilaf,terrorism,duncan-hunter,U.S. representative,California,republican,0.0,1.0,0.0,2.0,0.0,"a debate in Durham, N.H."
7107.json,1.0,says about 25 texas cities and 39 states have banned texting while driving,"public-safety,transportation",tom-craddick,Businessman,Texas,republican,0.0,0.0,0.0,0.0,0.0,a press release.
1765.json,0.0,for the new state budget floridians have sent us 3 billion less of their funding,"state-budget,taxes",anitere-flores,State Representative,Florida,republican,0.0,1.0,0.0,0.0,0.0,a House floor speech
3727.json,0.0,the bush tax cuts created about 8 million jobs over the first 10 years that they were in existence weve lost about 5 million of those jobs during this recession,"economy,history,jobs,taxes",john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,"an interview on NBC's ""Today"" show"
8538.json,0.0,they delayed my swearingin here in massachusetts for a couple weeks so they could ram the health care law through,health-care,scott-brown,,New Hampshire,republican,2.0,2.0,1.0,3.0,1.0,a Fox News interview
10031.json,1.0,saudi arabia is the only muslim country out of 47 muslimmajority countries where women cannot get licenses to drive,islam,dean-obeidallah,,,democrat,0.0,0.0,0.0,0.0,0.0,"a broadcast of MSNBC's ""The Ed Show"""
3821.json,1.0,if you look at the benefits and wages of recorded federal employees they far outstrip the market rates of the private sector,"federal-budget,jobs",eric-cantor,House Majority Leader,Virginia,republican,9.0,6.0,4.0,4.0,4.0,a Town Hall conversation.
7338.json,1.0,says ending the direct payment farm subsidy program could save up to 284 billion over ten years that could be used to reduce the deficit,"agriculture,federal-budget",earl-blumenauer,U.S. representative,Oregon,democrat,0.0,1.0,1.0,1.0,0.0,in a news release
2678.json,1.0,says marco rubio said that people who essentially dont agree with him ought to leave the country like keith olbermann,"pundits,voting-record",charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,a U.S. Senate debate on CNN’s “State of the Union.”
3040.json,1.0,our spending has caught up with us and our debt soon will eclipse the entire size of our national economy,"deficit,federal-budget",john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,a speech in the House of Representatives
52.json,1.0,sen obama worked on some of the deepest issues we had and was successful in a bipartisan way,job-accomplishments,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a TV ad, in an endorsement by Illinois State Sen. Kirk Dillard"
6939.json,1.0,says mitt romney suggested that employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage,"debates,drugs,health-care,sexuality,women",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,the second presidential debate
6663.json,1.0,says the republican party platform says pull back even more of the rules on campaign finance reform get rid of mccainfeingold while the democratic party platform says we want to find a way to put more fair rules on campaign finance reform,campaign-finance,cory-booker,U.S. senator,New Jersey,democrat,0.0,4.0,2.0,8.0,0.0,an interview with #waywire
6106.json,1.0,before i was governor tuition was skyrocketing and we stopped that we capped and then we froze college tuition,"education,job-accomplishments,state-budget",george-allen,consultant,Virginia,republican,2.0,8.0,3.0,4.0,1.0,a debate.
3348.json,1.0,dekalb county has cut more money from its general fund budget than any local government in the atlanta metro region,government-efficiency,burrell-ellis,DeKalb County Chief Executive Officer,Georgia,democrat,0.0,0.0,0.0,0.0,0.0,an interview
1636.json,0.0,rubios tax swap proposal would have been a massive tax increase,"candidates-biography,taxes",charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,a FOX News Sunday debate.
5862.json,0.0,says the mayors job is to make sure that if somebody is trying to build a set of water treatment plants to cure us from cryptosporidium we dont have we dont say yes even if ch2m hill wants us to,"city-government,government-regulation,message-machine-2012,water",jefferson-smith,state representative,Oregon,democrat,1.0,1.0,0.0,4.0,0.0,a debate
13092.json,1.0,in the mid 1990s in our state florida was no 1 in violent crime in america  the only concern i had was for the citizens of florida who were subjected to a violent crime every three minutes and 45 seconds,crime,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,a debate
12902.json,1.0,says scott walkers listening sessions are inviteonly and excluding the press,"bipartisanship,government-efficiency,job-accomplishments",dana-wachs,,,democrat,0.0,0.0,0.0,0.0,0.0,a tweet
3969.json,1.0,the righttowork states are creating a lot more jobs today than the heavily unionized states,jobs,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,a debate
9724.json,0.0,the leader of isis was imprisoned by american troops and ordered released to iraq by obama administration in 2009,"iraq,terrorism",james-woods,Actor,,none,0.0,1.0,0.0,0.0,1.0,a tweet
9747.json,0.0,del ben chafin took money away from southwest virginia schools while votingto build a politicians palace,"corrections-and-updates,education,state-budget",mike-hymes,Human resources director,Virginia,democrat,0.0,1.0,0.0,0.0,0.0,a TV ad
7306.json,1.0,spending of government money is 17 percent less than it was a decade ago,state-budget,nathan-deal,,,republican,9.0,5.0,11.0,11.0,0.0,a twitter post
3256.json,0.0,under changes being debated state employees in wisconsin who earn 30000 40000 50000 a year might have 20 percent of their income just disappear overnight,"labor,pundits,state-budget",ed-schultz,MSNBC television host,,none,3.0,1.0,4.0,1.0,2.0,a statement on his television talk show
7764.json,1.0,north korea has a substantial standing army one of the largest certainly the largest per capita in the world,"congress,military,nuclear,population",jack-reed,U.S. Senator,Rhode Island,democrat,1.0,0.0,2.0,1.0,0.0,a television interview
738.json,0.0,if an iranian woman shows too much hair in public she risks being beaten or killed,foreign-policy,sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,the New York Sun
6944.json,1.0,massachusetts sen scott brown shows someone can be bipartisan in congress because he votes about 66 percent with his own party,"bipartisanship,congress,voting-record",brendan-doherty,,Rhode Island,republican,1.0,2.0,1.0,1.0,0.0,a TV debate
2056.json,0.0,he has ushered in 3 billion in new investment,"candidates-biography,economy",david-cicilline,mayor of Providence,Rhode Island,democrat,7.0,4.0,5.0,4.0,1.0,a statement on Cicilline's website
5608.json,1.0,says romney flipflopped on abortion,"abortion,message-machine-2012",american-bridge-21st-century,,,democrat,2.0,1.0,0.0,3.0,0.0,a video ad
12740.json,0.0,says hillary clinton wants to essentially abolish the second amendment,guns,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,a speech at the Republican national convention
5358.json,1.0,many of the top officials at the port authority earn more money than the governors of the states that have jurisdiction over them,transportation,john-wisniewski,State Assemblyman,New Jersey,democrat,2.0,2.0,0.0,1.0,0.0,a radio interview
4263.json,0.0,in the 80s democrats promised spending cuts but delivered only tax hikes,"economy,new-hampshire-2012,taxes",ron-paul,U.S. representative,Texas,republican,5.0,8.0,8.0,8.0,3.0,a television campaign ad
12522.json,1.0,only half of the murders in the city of st louis get solved,crime,catherine-hanaway,Candidate for governor of Missouri,Missouri,republican,0.0,1.0,0.0,0.0,0.0,Missouri
554.json,1.0,the legislation  that senator mccain supports would provide the authority for the federal government to surveille american citizens in their own country without any suspicion whatsoever that theyre engaging in discussions with terrorists or about criminal activity,"civil-rights,terrorism",bob-barr,"Runs a consulting firm, Liberty Strategies LLC",Georgia,libertarian,0.0,0.0,0.0,1.0,0.0,an interview with Fox News.
1270.json,0.0,the baucus health care bill could be used to ban guns in home selfdefense,"guns,health-care",gun-owners-america,gun rights advocacy group,Virginia,none,0.0,1.0,0.0,0.0,0.0,an alert to members
4786.json,0.0,gov scott walker received a 7300 pay raise,state-finances,state-democratic-party-wisconsin,,Wisconsin,democrat,5.0,7.0,2.0,2.0,7.0,a news release
5224.json,1.0,tennessees grocery tax is one of the highest in the nation,taxes,tennessee-democratic-party,,Tennessee,democrat,1.0,1.0,0.0,2.0,0.0,introduction to online petition to lower state's grocery taxes.
6726.json,0.0,the 48 49 percent that supports president barack obama are people who pay no income tax,taxes,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,a surreptitiously recorded speech to donors at a fundraiser
9950.json,0.0,says president barack obama is sending a much larger force to deal with ebola than isis is getting,"ebola,foreign-policy,iraq,military,public-health,terrorism",brit-hume,Fox News political analyst,,none,1.0,2.0,0.0,0.0,0.0,"a broadcast of ""Fox News Sunday"""
912.json,0.0,us senate majority leader harry reid on whether senate democrats would seat roland burris,legal-issues,harry-reid,Senate Democratic Leader,Nevada,democrat,4.0,5.0,3.0,7.0,3.0,public statements.
4907.json,1.0,the united states is numberonein the world in energyresourcesrussia isnumber two,energy,george-allen,consultant,Virginia,republican,2.0,8.0,3.0,4.0,1.0,a debate.
13013.json,1.0,says hillary clinton wants to increase syrian refugees to this country by 550 percent,"foreign-policy,human-rights,immigration,terrorism",mike-pence,Governor,Indiana,republican,8.0,10.0,12.0,5.0,0.0,"an interview on ""Meet the Press"""
5757.json,1.0,we are at a 40year low in our crime rate in our state,crime,rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,comments to Reuters
6242.json,0.0,says new jerseys tenure law has now been reformed to say that if teachers get two years of partially effective or ineffective ratings they lose tenure,education,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a speech at the Brookings Institution
13489.json,0.0,says climate scientist james hansen says we have until perhaps 50 years from now or maybe a little longer and at that point we are looking at 10 20 30 feet of sealevel rise,climate-change,jill-stein,Presidential nominee,Massachusetts,green,0.0,1.0,0.0,0.0,1.0,a forum at Huston-Tillotson University
10187.json,0.0,more people are losing their insurance due to obamacare than are becoming newly insured,health-care,herman-cain,,Georgia,republican,4.0,11.0,5.0,3.0,3.0,a blog post
12235.json,0.0,my numbers are better right now than ronald reagans numbers were with jimmy carter,"history,polls",donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,"a rally in Rome, N.Y."
9907.json,1.0,the president referred to the syrian opposition just a few months ago as pharmacists and doctors and so on,"iraq,terrorism",michael-hayden,Former director of the CIA,,none,0.0,0.0,0.0,0.0,0.0,"comments on ""Fox News Sunday"""
11360.json,1.0,the racial and ethnic makeup of the gwinnett county sheriffs office mirrors the community it serves,"county-government,crime,criminal-justice,diversity,jobs,public-safety",butch-conway,Gwinnett County Sheriff,Georgia,republican,0.0,0.0,0.0,0.0,0.0,press conference
12361.json,1.0,the city of clarkston cant decriminalize marijuana only state legislators and congress can do that,drugs,vernon-keenan,Director of the Georgia Bureau of Investigation,Georgia,none,0.0,0.0,0.0,0.0,0.0,Newspaper interview 
1471.json,1.0,a democratic poll operation shows that fox news is the most trusted news operation in the country,"bipartisanship,pop-culture,pundits",bill-oreilly,Fox News Channel host,,none,4.0,6.0,3.0,5.0,1.0,"Fox's ""The O'Reilly Factor"""
12164.json,0.0,it was rob portmans job to stop chinas illegal dumping of steel he failed looked the other way did nothing,"china,trade",ted-strickland,Former Ohio governor,Ohio,democrat,2.0,6.0,7.0,4.0,1.0,"campaign ad, ""Beltway Rob"""
4744.json,1.0,says mitt romney has flipflopped on abortion rights,abortion,rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,an interview
3181.json,0.0,fox news said the new black panther party decided the election for barack obama,"civil-rights,elections,pundits",rachel-maddow,MSNBC host,,none,6.0,6.0,4.0,6.0,1.0,an interview on CBS' Late Show with David Letterman
409.json,1.0,obama did accept donations from lobbyists and pacs and he spent money in this campaign from that through his political action committee,ethics,bill-clinton,former president,Arkansas,democrat,4.0,2.0,12.0,11.0,3.0,an interview with the mtvU editorial board
11633.json,1.0,the world food demand is going to double sometime between now and 2070,poverty,roy-blunt,Senator,Missouri,republican,2.0,1.0,0.0,1.0,1.0,at the Missouri State Fair
1869.json,0.0,every major study that has been done by a legitimate group shows that there are hundreds of thousands of jobs to be created if you pass our capandtrade legislation and if you wind up pricing carbon,"cap-and-trade,climate-change,abc-news-week",john-kerry,Secretary of State,Massachusetts,democrat,3.0,2.0,2.0,5.0,0.0,"ABC's ""This Week"""
8722.json,1.0,forty percent of the country is going to be in states that are tolerant of gay marriage or at least civil unions,"gays-and-lesbians,marriage",neera-tanden,President of the Center for American Progress,,newsmaker,0.0,0.0,0.0,1.0,0.0,a panel discussion on CNN
7490.json,0.0,the president is advocating a drone strike program in america,"civil-rights,terrorism",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7.0,8.0,10.0,12.0,3.0,a tweet
11989.json,1.0,there have been multiple media reports about donald trumps business dealings with the mob with the mafia,"candidates-biography,crime",ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,comments on Meet the Press
4167.json,1.0,says state rep fred clark dbaraboo ran a red light and seriously injured a bicyclist,candidates-biography,wisconsin-family-action,,Wisconsin,none,0.0,0.0,0.0,0.0,0.0,a campaign TV ad
437.json,0.0,hes promising four more years of an administration that will push for the privatization of social security,economy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"Associated Press Annual Meeting, Washington D.C."
9125.json,1.0,the austin independent school districts graduation rate reached an alltime high of 825 percent in 2012,education,meria-carstarphen,"Superintendent, Austin Independent School District",Texas,none,0.0,1.0,0.0,0.0,0.0,press release
8620.json,0.0,says in the last five years senate republicans have placed a filibuster on every piece of legislation and every nominee,"congress,congressional-rules,government-efficiency",carla-axtman,Blogger,Oregon,columnist,0.0,1.0,0.0,0.0,0.0,an online article.
3877.json,1.0,says six of the states 58 family planning centers had to close because of gov chris christies budget cuts,"health-care,women",loretta-weinberg,State Senator,,democrat,1.0,2.0,0.0,1.0,0.0,a speech at women’s health roundtable discussion
982.json,0.0,claims that former sen tom daschle said seniors should be more accepting of the conditions that come with age instead of treating them,health-care,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail.
9559.json,0.0,thanks to obamacare average er wait in california is 5 hours,health-care,reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2.0,12.0,8.0,3.0,1.0,a tweet
11823.json,1.0,it is rare that a retirement grade determination is conducted for an officer previously retired from the us armed forces,"afghanistan,congress,military",jack-reed,U.S. Senator,Rhode Island,democrat,1.0,0.0,2.0,1.0,0.0,a letter
9314.json,0.0,says rep justin amash votes more with the democrats than with the republicans,"congress,voting-record",mike-rogers,national security commentator for CNN,Michigan,republican,1.0,1.0,1.0,2.0,1.0,an article published by Politico
4879.json,1.0,the balancedbudget amendment once came within one vote of passing congress but was defeated because of the no vote from a top senate republican and rick santorum says he stood up and called for him to resign his chairmanship,"federal-budget,new-hampshire-2012",rick-santorum,,Pennsylvania,republican,12.0,16.0,13.0,7.0,5.0,"an op-ed in the ""New Hampshire Union Leader"""
12405.json,0.0,californias capitol building is second only to disneyland among visitor sites in the state,tourism,richard-pan,State Senator,California,democrat,0.0,1.0,0.0,0.0,0.0,remarks at a Capitol budget hearing
10662.json,1.0,under current conditions by 2023 the interest payments on the national debt will be 722 billion larger than the projected defense spending of 696 billion,"deficit,federal-budget",tom-price,Congressman,Georgia,republican,1.0,2.0,5.0,3.0,0.0,the 2016 Budget Resolution from House Budget Committee
4630.json,0.0,says barack obama never worked in the private sector before he was elected president,"candidates-biography,new-hampshire-2012",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"a debate at Dartmouth College in Hanover, N.H."
2622.json,0.0,ive also offered a plan that can help fix social security thats supported by robert reich secretary of labor previously in a previous administration,social-security,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,an ABC News U.S. Senate debate.
4660.json,0.0,says wisconsin gov scott walkers actions are directly responsible for killing at least 15000 jobs,"jobs,state-budget",brett-hulsey,,,democrat,1.0,3.0,0.0,0.0,0.0,a news release
10920.json,1.0,47 percent of americanscant pay for an unexpected 400 expense through savings or credit cards without selling something or borrowing money,"economy,income",hunter-schwarz,,,none,0.0,0.0,0.0,0.0,0.0,"a ""Washington Post"" article"
1575.json,1.0,house appropriations chair david obeys partial earmark ban wouldnt apply to 90 of earmarks,federal-budget,jim-demint,"President, Heritage Foundation",South Carolina,republican,4.0,4.0,0.0,0.0,1.0,a message on Twitter
11263.json,0.0,the most recent survey of climate scientists said about 57 percent dont agree with the idea that 95 percent of the change in the climate is caused by co2,"climate-change,polls,science",rick-santorum,,Pennsylvania,republican,12.0,16.0,13.0,7.0,5.0,an interview with Bill Maher.
342.json,0.0,while others place their hands over their hearts obama turns his back to the flag and slouches,patriotism,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail sent to many people.
1811.json,0.0,steve poizner increased his departments budget nearly 14 percent,"candidates-biography,elections,financial-regulation,message-machine",meg-whitman,,California,republican,0.0,1.0,1.0,1.0,0.0,a campaign commerical
2624.json,1.0,ken buck wants to outlaw abortion even in cases of rape or incest,"abortion,message-machine",michael-bennet,,Colorado,democrat,0.0,0.0,1.0,0.0,0.0,a campaign ad
12260.json,0.0,while mayor kenney personally doesnt support drop he cant fault highly qualified city employees for appropriately utilizing a benefit thats available to them,city-government,lauren-hitt,Mayor Jim Kenney's director of communications,Pennsylvania,democrat,0.0,0.0,0.0,0.0,0.0,To the media
5385.json,1.0,says scott walker enacted the biggest cuts to education in our states history,"education,state-budget,state-finances",kathleen-falk,,,democrat,1.0,3.0,3.0,1.0,0.0,a speech announcing her candidacy
1956.json,0.0,when george bush took office president clinton a democrat and the democratic congress at the time had left an annual budget that was in surplus,"federal-budget,history",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2.0,3.0,2.0,7.0,0.0,a Senate floor speech
6435.json,1.0,the property appraisers budget is 1 million less today than when i took office 16 years ago,county-budget,rob-turner,Hillsborough County Property Appraiser,Florida,republican,0.0,0.0,0.0,1.0,0.0,an email interview with the Tampa Bay Times
29.json,1.0,lets pay attention to kids who are not going to college which ends up being about 60 percent of the kids and get them trained for the jobs that are there because you know there are auto mechanic jobs paying 50000 60000 that they cant get filled there are airline mechanic jobs paying a lot of money that cant get filled remarks at afscme forum 6192007,economy,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,
8193.json,0.0,i am every year the no1 pick of all of the law enforcement agencies within texas,"candidates-biography,crime,criminal-justice",david-dewhurst,Lieutenant governor,Texas,republican,8.0,8.0,10.0,5.0,5.0,"a telephone call to the Allen, Texas, police department."
10062.json,0.0,we were told there would never be a case of ebola in the united states,"ebola,health-care,military,public-health,public-safety",john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"comments on CNN's ""State of the Union"""
4412.json,1.0,two days of interest we pay to china is enough to buy one joint strike fighter jet,"deficit,federal-budget",tom-graves,,,republican,1.0,0.0,5.0,0.0,1.0,an article
11694.json,0.0,our larger domestic threat is from racial supremacist groups,"crime,religion,terrorism",andre-carson,,,democrat,0.0,1.0,0.0,0.0,0.0,"an interview on ABC News' ""This Week"""
12875.json,0.0,says in 2012 obama won in every state that did not require a photo id and lost in every state that did require a photo id in order to vote,"elections,history,human-rights,legal-issues",viral-image,,,none,5.0,5.0,0.0,3.0,15.0,a posting on various websites
11455.json,0.0,on support for the exportimport bank,trade,ron-johnson,,Wisconsin,republican,14.0,6.0,10.0,10.0,1.0,On support for the Export-Import Bank
11500.json,0.0,says he didnt have an involvement withnutritional supplement company mannatech,candidates-biography,ben-carson,,,republican,7.0,12.0,3.0,2.0,4.0,"a Republican presidential debate in Boulder, Colo."
1541.json,0.0,we worked together to enact  the largest tax cut in florida history,taxes,charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,his State of the State address.
7054.json,0.0,bill nelson actually voted in favor of higher taxes 272 times,taxes,connie-mack,U.S. representative from Fort Myers,Florida,republican,3.0,3.0,1.0,3.0,1.0,a fundraising email
13506.json,1.0,we spend less than 2 percent more every year that is the lowest increase in spending since they have been keeping numbers,"economy,state-budget",andrew-cuomo,Governor,New York,democrat,1.0,0.0,0.0,1.0,0.0,"a speech in Fishkill, NY"
11099.json,0.0,president barack obama said at the beginning of the negotiations that the basic approach was to dismantle irans nuclear program in exchange for dismantling the sanctions,"foreign-policy,military,nuclear",tom-cotton,U.S. House of Representatives,Arkansas,republican,3.0,4.0,2.0,3.0,1.0,"an interview on CNN's ""New Day"""
1715.json,1.0,by the end of governor rick perrys term he will have drained texas taxpayers  of more than 360000 to pay for the rental mansion he has been living in while the historic governors mansion is repaired,"elections,state-budget",bill-white,Former mayor of Houston,Texas,democrat,2.0,3.0,5.0,7.0,3.0,a press release
3718.json,1.0,from 2008 to 2011 the pages in the conforming bills have gone from 400 pages to 2200,state-budget,jack-latvala,State Senator,Florida,republican,0.0,0.0,1.0,0.0,0.0,comments made on the Senate floor.
7144.json,0.0,public employees receive something like 25 percent of the paychecks that are issued in rhode island,"elections,unions",mark-zaccaria,,Rhode Island,republican,2.0,2.0,0.0,0.0,0.0,TV niterview
11282.json,0.0,the iran deal will facilitate and accelerate the nation of iran acquiring nuclear weapons,"corrections-and-updates,foreign-policy,nuclear",ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,a tweet
6952.json,0.0,as a member of congress chris murphy was raking in 1 million in salary,candidates-biography,linda-mcmahon,Candidate for U.S. Senate,Connecticut,republican,0.0,1.0,0.0,0.0,0.0,a campaign ad
12829.json,0.0,the dnc hack showed you that the clinton campaign was working to schedule primary debates against bernie sanders and the clinton campaign is continuing this ploy against donald trump,debates,paul-manafort,,,republican,0.0,2.0,1.0,0.0,1.0,"an interview on NBC's ""Meet the Press"""
1929.json,0.0,bill mccollum served as a lobbyist whose clients enabled mortgages for illegal immigrants,immigration,rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a press release
5961.json,0.0,says gov scott walker is cooking the books by releasing numbers he just dreamed up that show wisconsin gained jobs in 2011,"job-accomplishments,jobs,workers",tom-barrett,Mayor of Milwaukee,Wisconsin,democrat,2.0,5.0,8.0,5.0,3.0,an interview
7466.json,0.0,under gov scott walkers publicschool budgets a student entering kindergarten will not enjoy the same state investment in his or her education as those that came before them until they are graduating from high school,"education,state-budget,state-finances",sondy-pope,State Representative,Wisconsin,democrat,0.0,1.0,1.0,1.0,0.0,a news release
2992.json,1.0,you can go to georgia and make about 6000 more a year as a teacher,education,martin-kiar,state representative,Florida,democrat,0.0,0.0,0.0,0.0,0.0,a meeting
12106.json,0.0,we have ten different tax brackets and if youre making 9000 youre already in the top tax bracket,taxes,eric-greitens,gubernatorial candidate,Missouri,republican,1.0,1.0,2.0,1.0,0.0,a gubernatorial debate
5396.json,0.0,for the first time since 1990 american manufacturers are creating new jobs,"economy,job-accomplishments,jobs",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech at Milwaukee's Master Lock plant
6563.json,0.0,household income in america has gone down for families an average of 4000 in the last four years while it went up 5000 under mitt romney when he was governor of massachusetts,"economy,federal-budget,income,job-accomplishments,state-finances",paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,a speech
7138.json,1.0,says he has never voted for raising taxes,"candidates-biography,taxes",saxby-chambliss,U.S. Senator,Georgia,republican,1.0,1.0,3.0,4.0,1.0,an interview
9007.json,1.0,says bill clinton and george bush both say build the keystone xl,"climate-change,energy,environment,jobs",american-petroleum-institute,,,none,0.0,0.0,0.0,1.0,0.0,a television ad
4864.json,0.0,the affordable care act is not the law of the land,"health-care,public-health,states,supreme-court",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,"a meeting with the ""Palm Beach Post"" editorial board"
1351.json,0.0,less than 10 percent of obamas cabinet appointees have any experience in the private sector,"economy,pundits",glenn-beck,,,none,5.0,7.0,7.0,2.0,6.0,a statement on his show on Fox News Channel
825.json,1.0,john mccains health care plan wont guarantee coverage of cancer screenings or maternity care,health-care,planned-parenthood,,,none,1.0,0.0,1.0,0.0,1.0,a TV ad
13033.json,1.0,says dick cheney supported gay marriage soonerthan hillary clinton,gays-and-lesbians,alternativepac,,,none,0.0,0.0,0.0,0.0,0.0,an online ad
8938.json,1.0,the annual gross domestic product of metro atlanta is bigger than 28 states in the union,economy,kasim-reed,,,democrat,1.0,0.0,5.0,7.0,1.0,a speech
9175.json,1.0,in 2006 charlie crist opposed instate tuition for illegal immigrants,"education,immigration",republican-party-florida,,,republican,10.0,6.0,6.0,6.0,4.0,an email 
3982.json,0.0,says that sherrod brown voted to cut medicare by over 500 billion in order to fund governmentrun health care,"health-care,medicare,voting-record",national-republican-senatorial-committee,,,republican,11.0,5.0,7.0,2.0,5.0,a news release
1278.json,0.0,usually its about 900 a month to get health coverage floridas program has reduced that on average to about 150 a month,"florida,health-care",charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,a Fox News interview
7228.json,0.0,on samesex marriage,"civil-rights,gays-and-lesbians,marriage",kasim-reed,,,democrat,1.0,0.0,5.0,7.0,1.0,
13198.json,0.0,says state sen morgan carrolls votes made it easier to sue doctors small businesses even nurses putting her own shady interests first,ethics,mike-coffman,Colorado U.S. Representative ,Colorado,republican,0.0,1.0,0.0,0.0,0.0,a TV ad 
4462.json,0.0,says the vaccine to prevent hpv can cause mental retardation,health-care,michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,several media interviews
7232.json,1.0,a far different picture from the prior eight years which saw 115 increases in taxes and fees,taxes,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a speech
2435.json,1.0,theres a big chunk of the country that thinks that i have been too soft on wall street,"corporations,economy,market-regulation",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a town hall meeting
8098.json,1.0,the congressional budget office a nonpartisan office did an analysis and said that passing comprehensive immigration reform will reduce the federal deficit by 200 billion over the next decade,"children,congress,debt,deficit,economy,families,immigration,legal-issues,taxes,workers",david-cicilline,mayor of Providence,Rhode Island,democrat,7.0,4.0,5.0,4.0,1.0,"an appearance on WPRI-TV's ""Newsmakers"" program"
762.json,0.0,barack obama opposed a bill that would have saved gianna jessens life,abortion,bornalivetruth-org,,,none,0.0,1.0,0.0,0.0,0.0,a television ad
2147.json,0.0,i dont think the argument can be credibly made that the united states of america is undertaxed compared to our competitors,taxes,tim-pawlenty,,,republican,2.0,3.0,3.0,6.0,1.0,"a breakfast with journalists in Washington, D.C."
7281.json,1.0,says his elections proposal would allow a potential of 168 hours of early voting which i think is the most weve ever had,elections,rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a TV interview
4523.json,1.0,members of the public are being charged 50 to hear gov scott walker and a dozen members of his administration talk about jobs and the economy at lambeau field,jobs,one-wisconsin-now,,Wisconsin,organization,0.0,2.0,2.0,1.0,1.0,a news release
8969.json,0.0,weve got close to 7 million americans who have access to health care for the first time because of medicaid expansion,"health-care,medicaid",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech to Democratic governors
5440.json,1.0,says half the americans dont pay any income taxes,taxes,scott-garrett,Congressman,New Jersey,republican,1.0,0.0,0.0,0.0,0.0,a radio interview
